"","GOID","TERM"
"28715","GO:0061840","high-affinity ferrous iron transmembrane transporter activity"
"28716","GO:0061841","high-affinity iron exporter complex"
"28717","GO:0061842","microtubule organizing center localization"
"28718","GO:0061843","Sertoli cell barrier remodeling"
"28719","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide"
"28720","GO:0061845","neuron projection branch point"
"28721","GO:0061846","dendritic spine cytoplasm"
"28722","GO:0061847","response to cholecystokinin"
"28723","GO:0061848","cellular response to cholecystokinin"
"28724","GO:0061849","telomeric G-quadruplex DNA binding"
"28725","GO:0061850","growth cone leading edge"
"28726","GO:0061851","leading edge of lamellipodium"
"28727","GO:0061852","retrograte transporter complex, Golgi to ER"
"28728","GO:0061853","regulation of neuroblast migration"
"28729","GO:0061854","positive regulation of neuroblast migration"
"28730","GO:0061855","negative regulation of neuroblast migration"
"28731","GO:0061856","Golgi calcium ion transmembrane transport"
"28732","GO:0061857","endoplasmic reticulum stress-induced pre-emptive quality control"
"28733","GO:0061860","DNA clamp unloader activity"
"28734","GO:0061862","cellular response to differentiation-inducing factor 2"
"28735","GO:0061863","microtubule plus end polymerase"
"28736","GO:0061864","basement membrane constituent secretion"
"28737","GO:0061865","polarized secretion of basement membrane proteins in epithelium"
"28738","GO:0061866","negative regulation of histone H3-S10 phosphorylation"
"28739","GO:0061867","establishment of mitotic spindle asymmetry"
"28740","GO:0061868","hepatic stellate cell migration"
"28741","GO:0061869","regulation of hepatic stellate cell migration"
"28742","GO:0061870","positive regulation of hepatic stellate cell migration"
"28743","GO:0061871","negative regulation of hepatic stellate cell migration"
"28744","GO:0061872","hepatic stellate cell contraction"
"28745","GO:0061873","regulation of hepatic stellate cell contraction"
"28746","GO:0061874","positive regulation of hepatic stellate cell contraction"
"28747","GO:0061875","negative regulation of hepatic stellate cell contraction"
"28748","GO:0061880","regulation of anterograde axonal transport of mitochondrion"
"28749","GO:0061881","positive regulation of anterograde axonal transport of mitochondrion"
"28750","GO:0061882","negative regulation of anterograde axonal transport of mitochondrion"
"28751","GO:0061883","clathrin-dependent endocytosis involved in vitellogenesis"
"28752","GO:0061884","regulation of mini excitatory postsynaptic potential"
"28753","GO:0061885","positive regulation of mini excitatory postsynaptic potential"
"28754","GO:0061886","negative regulation of mini excitatory postsynaptic potential"
"28755","GO:0061887","reproduction of symbiont in host"
"28756","GO:0061888","regulation of astrocyte activation"
"28757","GO:0061889","negative regulation of astrocyte activation"
"28758","GO:0061890","positive regulation of astrocyte activation"
"28759","GO:0061891","calcium ion sensor activity"
"28760","GO:0061896","all-trans retinol 3,4-desaturase activity"
"28761","GO:0061897","all-trans retinal 3,4-desaturase activity"
"28762","GO:0061898","all-trans retinoic acid 3,4-desaturase activity"
"28763","GO:0061899","11-cis-retinal 3,4-desaturase activity"
"28764","GO:0061900","glial cell activation"
"28765","GO:0061901","regulation of 1-phosphatidylinositol-3-kinase activity"
"28766","GO:0061902","negative regulation of 1-phosphatidylinositol-3-kinase activity"
"28767","GO:0061903","positive regulation of 1-phosphatidylinositol-3-kinase activity"
"28768","GO:0061906","autophagosome localization"
"28769","GO:0061907","negative regulation of AMPA receptor activity"
"28770","GO:0061908","phagophore"
"28771","GO:0061909","autophagosome-lysosome fusion"
"28772","GO:0061910","autophagosome-endosome fusion"
"28773","GO:0061911","amphisome-lysosome fusion"
"28774","GO:0061912","selective autophagy"
"28775","GO:0061913","positive regulation of growth plate cartilage chondrocyte proliferation"
"28776","GO:0061914","negative regulation of growth plate cartilage chondrocyte proliferation"
"28777","GO:0061915","actin fusion focus localization"
"28778","GO:0061916","leading edge of axonal growth cone"
"28779","GO:0061917","leading edge of dendritic growth cone"
"28780","GO:0061919","process utilizing autophagic mechanism"
"28781","GO:0061920","protein propionyltransferase activity"
"28782","GO:0061921","peptidyl-lysine propionylation"
"28783","GO:0061922","histone propionyltransferase activity"
"28784","GO:0061923","(2S,3R,6S,9S)-(-)-protoillud-7-ene synthase activity"
"28785","GO:0061924","regulation of formation of radial glial scaffolds"
"28786","GO:0061925","negative regulation of formation of radial glial scaffolds"
"28787","GO:0061926","positive regulation of formation of radial glial scaffolds"
"28788","GO:0061927","TOC-TIC supercomplex I"
"28789","GO:0061928","glutathione specific gamma-glutamylcyclotransferase activity"
"28790","GO:0061929","gamma-glutamylaminecyclotransferase activity"
"28791","GO:0061930","regulation of erythrocyte enucleation"
"28792","GO:0061931","positive regulation of erythrocyte enucleation"
"28793","GO:0061932","negative regulation of erythrocyte enucleation"
"28794","GO:0061934","regulation of adenine biosynthetic process"
"28795","GO:0061935","fusion of sperm to egg plasma membrane involved in double fertilization forming two zygotes"
"28796","GO:0061936","fusion of sperm to egg plasma membrane involved in double fertilization forming a zygote and endosperm"
"28797","GO:0061938","protein localization to somatodendritic compartment"
"28798","GO:0061939","c-di-GMP signaling"
"28799","GO:0061940","regulation of c-di-GMP signaling"
"28800","GO:0061941","positive regulation of c-di-GMP signaling"
"28801","GO:0061942","negative regulation of c-di-GMP signaling"
"28802","GO:0061944","negative regulation of protein K48-linked ubiquitination"
"28803","GO:0061945","regulation of protein K48-linked ubiquitination"
"28804","GO:0061948","premature acrosome loss"
"28805","GO:0061949","regulation of premature acrosome loss"
"28806","GO:0061950","negative regulation of premature acrosome loss"
"28807","GO:0061951","establishment of protein localization to plasma membrane"
"28808","GO:0061952","midbody abscission"
"28809","GO:0061953","mRNA (adenine-N1-)-methyltransferase activity"
"28810","GO:0061954","positive regulation of actin filament polymerization involved in sperm capacitation"
"28811","GO:0061955","positive regulation of actin filament depolymerization involved in acrosome reaction"
"28812","GO:0061956","penetration of cumulus oophorus"
"28813","GO:0061957","NVT complex"
"28814","GO:0061959","response to (R)-carnitine"
"28815","GO:0061960","regulation of heme oxygenase activity"
"28816","GO:0061961","positive regulation of heme oxygenase activity"
"28817","GO:0061962","negative regulation of heme oxygenase activity"
"28818","GO:0061963","regulation of entry into reproductive diapause"
"28819","GO:0061964","negative regulation of entry into reproductive diapause"
"28820","GO:0061965","positive regulation of entry into reproductive diapause"
"28821","GO:0061966","establishment of left/right asymmetry"
"28822","GO:0061967","establishment of left sidedness"
"28823","GO:0061968","maintenance of left/right asymmetry"
"28824","GO:0061969","maintenance of left sidedness"
"28825","GO:0061970","maintenance of right sidedness"
"28826","GO:0061971","replacement bone morphogenesis"
"28827","GO:0061972","dermal bone morphogenesis"
"28828","GO:0061973","membrane bone morphogenesis"
"28829","GO:0061974","perichondral bone morphogenesis"
"28830","GO:0061975","articular cartilage development"
"28831","GO:0061976","temporomandibular joint articular cartilage development"
"28832","GO:0061977","hip joint articular cartilage development"
"28833","GO:0061978","mandibular condyle articular cartilage development"
"28834","GO:0061979","femoral head articular cartilage development"
"28835","GO:0061980","regulatory RNA binding"
"28836","GO:0061981","3-hydroxykynureninase activity"
"28837","GO:0061982","meiosis I cell cycle process"
"28838","GO:0061983","meiosis II cell cycle process"
"28839","GO:0061984","catabolite repression"
"28840","GO:0061985","carbon catabolite repression"
"28841","GO:0061986","negative regulation of transcription by glucose"
"28842","GO:0061987","negative regulation of transcription from RNA polymerase II promoter by glucose"
"28843","GO:0061988","karyosome formation"
"28844","GO:0061989","sperm karyosome formation"
"28845","GO:0061990","beta-ketodecanoyl-[acyl-carrier-protein] synthase activity"
"28846","GO:0061992","ATP-dependent chaperone mediated protein folding"
"28847","GO:0061993","calcium:proton antiporter complex"
"28848","GO:0061994","ATP-dependent protein-nucleic acid complex displacement activity"
"28849","GO:0061995","ATP-dependent protein-DNA complex displacement activity"
"28850","GO:0061999","regulation of cardiac endothelial to mesenchymal transition"
"28851","GO:0062000","positive regulation of cardiac endothelial to mesenchymal transition"
"28852","GO:0062001","negative regulation of cardiac endothelial to mesenchymal transition"
"28853","GO:0062002","regulation of all-trans-retinyl-ester hydrolase, 11-cis retinol forming activity"
"28854","GO:0062003","negative regulation of all-trans-retinyl-ester hydrolase, 11-cis retinol forming activity"
"28855","GO:0062009","secondary palate development"
"28856","GO:0062010","primitive palate development"
"28857","GO:0062011","mitochondrial respiratory chain complex IV pre-assembly complex"
"28858","GO:0062012","regulation of small molecule metabolic process"
"28859","GO:0062013","positive regulation of small molecule metabolic process"
"28860","GO:0062014","negative regulation of small molecule metabolic process"
"28861","GO:0062021","mitotic cohesin dsDNA (leading strand) loading"
"28862","GO:0062022","mitotic cohesin ssDNA (lagging strand) loading"
"28863","GO:0062023","collagen-containing extracellular matrix"
"28864","GO:0062025","regulation of SCF-dependent proteasomal ubiquitin-dependent protein catabolic process"
"28865","GO:0062026","negative regulation of SCF-dependent proteasomal ubiquitin-dependent catabolic process"
"28866","GO:0062027","positive regulation of SCF-dependent proteasomal ubiquitin-dependent catabolic process"
"28867","GO:0062028","regulation of stress granule assembly"
"28868","GO:0062029","positive regulation of stress granule assembly"
"28869","GO:0062030","negative regulation of stress granule assembly"
"28870","GO:0062031","filamentous growth MAPK cascade"
"28871","GO:0062032","cichorine biosynthetic process"
"28872","GO:0062033","positive regulation of mitotic sister chromatid segregation"
"28873","GO:0062034","L-pipecolic acid biosynthetic process"
"28874","GO:0062035","sensory perception of cold stimulus"
"28875","GO:0062036","sensory perception of hot stimulus"
"28876","GO:0062037","D-loop DNA binding"
"28877","GO:0062038","positive regulation of pheromone response MAPK cascade"
"28878","GO:0062039","biofilm matrix"
"28879","GO:0062040","fungal biofilm matrix"
"28880","GO:0062041","positive regulation of meiotic sister chromatid arm separation"
"28881","GO:0062042","regulation of cardiac epithelial to mesenchymal transition"
"28882","GO:0062043","positive regulation of cardiac epithelial to mesenchymal transition"
"28883","GO:0062044","negative regulation of cardiac epithelial to mesenchymal transition"
"28884","GO:0062045","L-lysine alpha-aminotransferase"
"28885","GO:0062046","dehydropipecolic acid reductase"
"28886","GO:0062047","pipecolic acid N-hydroxylase"
"28887","GO:0062048","lymphotoxin complex"
"28888","GO:0062049","protein phosphatase inhibitor complex"
"28889","GO:0062050","GPI-mannose ethanolamine phosphate phosphodiesterase activity"
